,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
5459209,4670212291,GDF7243,NY,PAS,10/30/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0242P,,QN,,,EB QUEENS BLVD @ 55T,H ST,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4532574,8733899770,63969MM,NY,COM,10/25/2019,71,VAN,FORD,T,9440,66890,51790,20210831,110.0,110,110,357347,T401,G,0304P,,Q,F,95-35,40th Rd,,0,408,I4,,YYYYYYY,,,WH,,2011,,0,15,,,,
10028391,4679838589,YUDERKI,NY,SRF,02/27/2020,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0905A,,QN,,,EB HOYT AVE S @ 24TH, ST,0,1180,B,T,,,,BL,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6058671,8783340361,JMD4571,NY,PAS,11/09/2019,14,4DSD,ME/BE,T,38430,23530,71800,20191116,77.0,77,77,347607,T301,L,0804A,,K,O,1291,Eastern Pky,,0,408,E2,,YYYYYYY,,,SILVE,,2013,,0,I,,,,
1045511,8755816654,2728968,IN,PAS,07/12/2019,19,DELV,FRUEH,T,10610,34370,34390,88880088,10.0,10,10,365934,T102,A,0600A,,NY,F,370,7th Ave,,0,408,J2,,YYYYYYY,,,BLUE,,0,,0,99,,,,
8520495,8663038732,JNT9476,NY,PAS,02/11/2020,18,4DSD,CHRYS,T,17450,10110,10010,20220122,13.0,13,13,363131,MTTF,H,0224P,,NY,F,355,E 23rd St,,0,408,L2,,YYYYYYY,,,BK,,2015,,0,19,,,,
989552,8752908537,ZJT0830,PA,PAS,07/10/2019,21,DELV,FRUEH,T,35210,15710,11710,20190088,20.0,20,20,365909,T103,D,0845A,,NY,F,124,W 72nd St,,0,408,D1,, YYYYYY,0800A,0900A,WHITE,,0,,0,40,,,,
3998619,8783002820,HNY7846,NY,PAS,09/26/2019,70,SUBN,FORD,T,26090,20710,20790,20190503,113.0,113,113,340127,T402,N,0847A,,Q,O,114-56,205th St,,0,408,D1,,YYYYYYY,,,GR,,2004,,0,R,,,,
4792663,8765323233,GJT4242,NY,PAS,10/22/2019,14,4DSD,VOLKS,T,51790,0,0,20210927,110.0,110,110,365933,T401,C,0407P,,Q,I,E,Junction Blvd,77ft S/of 59th Ave,0,408,C,, YYYYYY,0400P,0700P,WH,,2014,,0,51-P,,,,
9329198,8787770982,FLT6256,NC,PAS,02/15/2020,64,4DSD,FORD,T,17850,10110,32620,20200188,17.0,17,17,347687,MTTF,C,0100P,,NY,F,340,E 43rd St,,0,408,E2,,YYYYYYY,,,GREY,,0,,0,01,,,,
3477976,8764566389,HMW8455,NY,PAS,09/01/2019,71,4DSD,BUICK,T,18870,10210,10110,20210409,19.0,19,19,356258,T103,E,0702A,,NY,O,226,E 95th St,,0,408,J6,,YYYYYYY,,,BL,,1999,,0,03,,,,
6620706,4012375003,DYM7110,NY,PAS,11/16/2019,5,SUBN,MINI,V,0,0,0,0,,0,0,0,,,0345P,,BK,,,EB KINGS HIGHWAY @ B,EDFORD AVE,0,1111,C,T,,,,BL,,2016,,0,,BUS LANE VIOLATION,,,
7523322,8788070384,KNM3017,PA,PAS,01/17/2020,38,4DSD,LEXUS,T,35480,65030,41730,88880088,70.0,70,70,364934,T302,R,0139P,,K,F,629,Marlborough Rd,,0,408,D,, YYYYYY,0900A,0700P,BLUE,,0,,0,31,,,,
5707556,8719670370,JCB5035,NY,PAS,11/25/2019,37,SUBN,HONDA,T,6680,8980,9030,20200730,66.0,66,66,370267,T302,E,1212P,1152A,K,F,4810,16th Ave,,0,408,I4,, YYYY,0800A,0700P,BK,,2019,,0,01,,,,
4669076,8751413700,12058MJ,NY,COM,10/18/2019,14,VAN,DODGE,T,34590,10910,16920,88880088,14.0,14,14,346166,T106,F,0917A,,NY,F,407,W 41st St,,0,408,H1,,YYYYYYY,0700A,1000A,BROWN,,2016,,0,21,,,,
3632203,4011880875,JEL8401,NY,PAS,08/18/2019,5,4DSD,VOLKS,V,0,50750,0,0,,0,0,0,,,0722P,,QN,,,SB WOODHAVEN BLVD @,METROPOLITAN AVE,0,1111,C,T,,,,BK,,2018,,0,,BUS LANE VIOLATION,,,
10126269,4682362586,KRW3025,PA,PAS,03/25/2020,36,SDN,CHEVR,V,0,0,0,0,,0,0,0,,,0941A,,BK,,,SB OCEAN PKWY @ BAY,PKWY,0,1180,B,T,,,,,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8799740,1465836482,XHTC33,NJ,PAS,01/23/2020,21,VAN,GMC,S,5580,5630,5730,0,78.0,78,0,535047,KS06,0.0,0738A,0738A,K,F,379,5TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0.0,0,-,0,,,,,
9047955,8677123994,72774MM,NY,COM,02/03/2020,69,VAN,DODGE,T,34530,10810,10910,20210930,14.0,14,14,355065,T506,X,1138A,,NY,F,344,W 38th St,,0,408,H1,, YYYYY,0600A,0700P,WH,,2019,,0,99,,,,
9253873,8770484223,GPK6754,NY,PAS,02/14/2020,14,SUBN,ROVER,T,25390,18270,18290,20200511,19.0,19,19,368477,T103,II,0615P,,NY,O,744,Madison Ave,,0,408,I3,, YYYYYY,0400P,0700P,BK,,2017,,0,51,,,,
9758679,8738593660,GWV8184,NY,PAS,03/14/2020,50,SUBN,KIA,T,0,0,0,20210309,88.0,88,88,347470,T301,E,0443P,,K,I,N,Willoughby St,0ft E/of Flatbush Av,0,408,I4,,YYYYYYY,,,GY,,2012,,0,06,,,,
8705911,8806210695,LCF8331,PA,PAS,02/22/2020,21,4DSD,NISSA,T,24240,0,0,88880088,103.0,103,103,369638,T402,S,0840A,,Q,I,E,164th St,45ft N/of Jamaica Av,0,408,D1,, YYYYYY,0830A,0900A,GREEN,,0,,0,16,,,,
10188998,8567467494,JGK5710,NY,PAS,02/28/2020,40,4DSD,TOYOT,T,34130,10610,10810,20210416,10.0,10,10,338588,T108,B,0736A,,NY,F,201,W 18th St,,0,408,C,,YYYYYYY,,,GY,,2010,,5,01A,,,,
4226913,4669570481,T737443C,NY,OMT,10/18/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0205P,,BK,,,SB HOWARD AVE @ E NE,W YORK AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6755194,4674455935,JLS6042,NY,PAS,12/20/2019,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1257P,,BK,,,SB NOSTRAND AVE @ TI,LDEN AVE,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5413140,1463136705,30966JX,NY,COM,10/30/2019,14,VAN,WORKH,P,34370,13610,10510,0,,0,401,962611,0401,0,0312P,,NY,O,57,W 30TH STREET,,0,408,I3,,BBBBBBB,0800A,0600P,BROWN,0.0,2007,-,0,,,,,
4780896,8767318897,HJY3189,NY,PAS,10/21/2019,31,SUBN,TOYOT,T,18230,27790,24890,20200730,19.0,19,19,351919,T103,K,1127A,,NY,F,113,E 62nd St,,0,408,H1,, YYYYYY,0800A,0700P,WH,,2016,,0,31,,,,
6431763,8750240067,GER6010,NY,PAS,12/06/2019,21,SUBN,KIA,T,7740,7790,7890,20210130,114.0,114,114,367362,T401,Q,1139A,,Q,F,30-07,29th St,,0,408,D1,,  Y  Y,1130A,0100P,GY,,2013,,0,27,,,,
2001019,8725998833,T706831C,NY,OMT,08/26/2019,38,SUBN,CHEVR,T,5780,9330,9380,20200831,72.0,72,72,349483,T302,D,1140A,,K,F,5519,7th Ave,,0,408,I4,, YYYYYY,0800A,0700P,BK,,2016,,0,43,,,,
5110987,4672006852,JFP3025,NY,PAS,11/20/2019,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0237P,,ST,,,SB AMBOY RD @ CEDARV,IEW AVE,0,1180,B,T,,,,BK,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8479760,4679483180,JPA9091,NY,PAS,02/18/2020,36,SUBN,BMW,V,10210,40404,40404,0,,0,0,0,,,0122P,,BK,,,SB 3RD AVE @ 51ST ST,,0,1180,B,T,,,,BL,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2196378,8752167677,88485MG,NY,COM,08/02/2019,40,UTIL,FRUEH,T,27050,13610,15350,20200731,1.0,1,1,364886,T105,D,0301P,,NY,F,22,Murray St,,0,408,K7,,YYYYYYY,,,WH,,2007,,0,038,,,,
6946165,8759231610,25226MN,NY,COM,12/13/2019,78,VAN,ME/BE,T,67030,93230,47630,20210930,79.0,79,79,361304,T802,B,1040P,,K,F,173,Nostrand Ave,,0,408,F1,,YYYYYYY,0900P,0500A,WH,,2017,,0,T,,,,
3954187,8780301990,GJE1563,NY,PAS,09/28/2019,20,4DSD,TOYOT,T,30730,61035,23630,20210804,75.0,75,75,363934,T301,I,0528A,,K,F,33,Crosby Ave,,0,408,J3,,YYYYYYY,,,BLACK,,2013,,0,S,,,,
4047659,1462343867,T764551C,NY,OMT,10/10/2019,21,SDN,,S,67030,14080,14130,20191231,70.0,70,0,686320,KS14,0,0348A,,K,F,2409,NOSTRAND AVE,,0,408,D1,,YYBYBBB,0300A,0600A,SILVE,0.0,2016,-,0,,,,,
3114106,8687187154,26685MN,NY,COM,09/09/2019,37,VAN,GMC,T,45590,18730,18750,20210731,19.0,19,19,366484,T103,P,0318P,0237P,NY,F,1661,York Ave,,0,408,I3,, YYYYYY,0830A,0700P,WH,,2011,,0,15,,,,
907038,8738229640,FJX4618,NY,PAS,06/27/2019,70,4DSD,JEEP,T,24730,68930,31830,20190420,77.0,77,77,363466,T301,G,1209P,,K,F,518,Carlton Ave,,0,408,D1,,YYYYYYY,,,GY,,2015,,0,19,,,,
2193066,8752820014,HZY8086,NY,PAS,08/22/2019,71,SUBN,CHEVR,T,24490,20790,20890,20200702,113.0,113,113,369634,T402,R,0158P,,Q,F,115-42,168th St,,0,408,E2,,YYYYYYY,,,RD,,2002,,0,I,,,,
4545081,8732842697,ZLG0448,PA,PAS,10/11/2019,84,DELV,FRUEH,T,21590,24890,17410,88880088,13.0,13,13,361134,T102,A,0804A,,NY,O,50,Gramercy Park,,0,408,J2,,YYYYYYY,,,BLUE,,0,,0,B,,,,
7152863,8800457642,EQDC01,FL,PAS,12/03/2019,40,4DSD,BMW,T,77030,6980,7080,20190088,62.0,62,62,332021,T302,N,0542A,,K,F,1425,Shore Pky,,0,408,E2,,YYYYYYY,,,BLACK,,0,,0,B2,,,,
8700221,8805362967,GHW2567,NY,PAS,02/04/2020,71,SUBN,MINI,T,7990,7940,8140,20210905,114.0,114,114,355249,T401,L,0748A,,Q,O,30-85,31st Ave,,0,408,K4,,YYYYYYY,,,GY,,2016,,0,H-AM,,,,
9006199,8626677212,AT845K,NJ,PAS,01/29/2020,46,DELV,INTER,T,10010,0,0,88880088,19.0,19,19,363498,T103,L,0934A,,NY,I,W,1st Ave,20ft N/of E 75th St,0,408,K2,,YYYYYYY,,,WHITE,,0,,0,C,,,,
10443106,8786222302,54136MK,NY,COM,02/28/2020,21,PICK,FORD,T,47990,10090,10240,20210731,108.0,108,108,361130,T401,D,0810A,,Q,F,44-14,Greenpoint Ave,,0,408,D1,, YYYYYY,0800A,0830A,WH,,2010,,0,36-A,,,,
3580563,8792300157,70971MH,NY,COM,09/06/2019,21,VAN,FORD,T,18390,10210,10110,20210228,19.0,19,19,356245,T400,A,1119A,,NY,F,202,E 70th St,,0,408,D1,,  Y  Y,1100A,1230A,WH,,2016,,0,CC2,,,,
8904640,4679010691,FCW7192,NY,PAS,02/18/2020,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0127P,,QN,,,EB HILLSIDE AVE @ PA,RSONS BLVD,0,1180,B,T,,,,MR,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5517451,4671084417,EFW9097,NY,PAS,11/05/2019,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,0616P,,BK,,,WB SEAVIEW AVE @ E 1,04TH ST,0,1180,B,T,,,,BL,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9949835,1474160244,2257C1,NY,COM,02/21/2020,19,SEMI,GREAT,P,13610,36750,36770,20211231,30.0,30,30,927505,0030,0000,0952A,,NY,F,3628,BROADWAY,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0.0,2017,-,0,,,,,
3335835,8744990650,BCV5015,NY,PAS,09/18/2019,38,SUBN,SUBAR,T,11710,0,0,20191116,20.0,20,20,361282,T103,L,0946P,,NY,I,W,Amsterdam Ave,4ft N/of W 75th St,0,408,I4,, YYYYYY,0830P,1000P,GR,,2017,,0,01,,,,
756931,8708784127,64683MD,NY,COM,07/11/2019,14,VAN,FRUEH,T,18330,0,0,88880088,19.0,19,19,338894,T103,E,1157A,,NY,I,S,E 67th St,20ft E/of 3rd Ave,0,408,H1,,YYYYYYY,,,WHITE,,2006,,0,CC1,,,,
2606971,8724746435,GZY2032,NY,PAS,09/04/2019,71,4DSD,HONDA,T,82230,34330,56630,20210722,73.0,73,73,363934,T301,I,0253P,,K,O,600,Mother Gaston Blvd,,0,408,J6,,YYYYYYY,,,BL,,2002,,0,S,,,,
1706701,4662199645,GTW7885,NY,PAS,08/09/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0639P,,BK,,,WB ATLANTIC AVE @ SH,EPHERD AVE,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9727512,8632442107,JGM6747,NY,PAS,02/27/2020,21,SUBN,VOLVO,T,38250,40230,44430,20210327,69.0,69,69,348493,T302,U,1118A,,K,F,620,E 108th St,,0,408,D1,,    Y,1100A,1230A,RD,,2008,,0,39,,,,
7786643,4676827842,JEG2903,NY,PAS,01/22/2020,36,4DSD,KIA,V,0,0,0,0,,0,0,0,,,0216P,,BK,,,WB LINDEN BLVD @ SCH,ENCK AVE,0,1180,B,T,,,,BK,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1679209,4662181756,KZJ9814,PA,PAS,08/09/2019,36,SW,JEEP,V,0,0,0,0,,0,0,0,,,0816P,,BK,,,SB HOWARD AVE @ E NE,W YORK AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1433092,8745711392,HXH2450,NY,PAS,08/05/2019,71,SUBN,HONDA,T,60420,52220,61220,20200122,49.0,49,49,365939,T201,G,1254P,,BX,F,1814,Radcliff Ave,,0,408,K2,,YYYYYYY,,,GY,,2003,,0,09,,,,
10229582,8666272612,B63MHN,NJ,PAS,03/05/2020,20,SUBN,CHEVR,T,49130,0,0,88880088,79.0,79,79,357082,T301,I,0244P,,K,I,E,Herkimer St,40ft S/of Herkimer C,0,408,C,,YYYYYYY,,,GREY,,0,,0,A,,,,
3049800,8647898916,ZGX7412,NY,ITP,09/16/2019,20,4DSD,ME/BE,T,50830,83430,59630,20191013,73.0,73,73,357052,T301,M,0851A,,K,F,133,Thomas S Boyland St,,0,408,J2,,YYYYYYY,,,BLACK,,2016,,0,P,,,,
3026738,8514631780,97223JE,NY,COM,09/18/2019,46,VAN,INTER,T,35370,15710,11710,88880088,20.0,20,20,370283,T103,N,0255P,,NY,F,167,W 80th St,,0,408,I3,,YYYYYYY,,,BROWN,,2002,,0,23,,,,
8919030,4678913385,FEW1073,NY,PAS,02/17/2020,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0648P,,QN,,,EB METROPOLITAN AVE,@ RENTAR PLAZA,0,1180,B,T,,,,RD,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7887303,8681227476,KLYJ12,FL,PAS,01/20/2020,20,4DSD,FORD,T,17490,10110,10010,20211188,13.0,13,13,370279,T102,L,0112P,,NY,F,311,E 25th St,,0,408,H1,, YYYYY,0700A,0700P,BLACK,,0,,0,24,,,,
6807640,8652340249,2783608,IN,PAS,12/18/2019,47,REFG,FRUEH,T,24890,17490,17510,88880088,13.0,13,13,362611,T102,G,0149P,,NY,F,71,Lexington Ave,,0,408,L2,, YYYYYY,0700A,0700P,WHITE,,0,,0,18,,,,
8727916,8807007010,JGY6294,NY,PAS,01/22/2020,21,PICK,DODGE,T,64290,0,0,20210531,114.0,114,114,368926,T401,K,0937A,,Q,I,E,Steinway St,30ft N/of 23rd Ave,0,408,D1,,   Y,0930A,1100A,BK,,2019,,0,25-A,,,,
3109548,8695374701,63469JM,NY,COM,09/03/2019,14,VAN,INTER,T,10910,34790,34810,88880088,18.0,18,18,364028,MTTF,G,0521P,,NY,F,763,9th Ave,,0,408,C,,YYYYYYY,,,BROWN,,1995,,0,03,,,,
3182660,8719244710,CZL9923,NY,PAS,09/06/2019,21,SUBN,TOYOT,T,8540,37290,8440,20201107,114.0,114,114,365879,T401,D,0837A,,Q,F,32-19,34th St,,0,408,C4,,  Y  Y,0830A,1000A,WH,,2014,,0,52-A,,,,
4257600,4669832566,DJJ374,MN,PAS,10/25/2019,36,SEDA,ACURA,V,0,0,0,0,,0,0,0,,,1228P,,BK,,,WB FLATLANDS AVE @ E, 100 ST,0,1180,B,T,,,,BLU,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8917493,4679036382,FSX5130,NY,PAS,02/18/2020,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0510P,,BX,,,SB BOSTON RD @ ARNOW, AVE,0,1180,B,T,,,,WH,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9883914,8802067867,HXA7819,NY,PAS,02/27/2020,38,SUBN,HONDA,T,57790,24290,24290,20200304,109.0,109,109,355150,T401,G,0351P,,Q,F,165-19,Northern Blvd,,0,408,E2,, YYYYYY,0900A,0700P,TN,,2004,,0,06,,,,
3068437,8606385608,HAB2385,NY,PAS,09/15/2019,70,4DSD,TOYOT,T,20920,49030,29620,20190703,43.0,43,43,363937,T201,P,0803A,,BX,F,1510,Commonwealth Ave,,0,408,J3,,YYYYYYY,,,BK,,2014,,0,03,,,,
7165995,8801955753,77639KA,NY,COM,12/03/2019,38,DELV,HIN,T,17130,10110,10010,20200831,9.0,9,9,358901,T101,N,0306P,,NY,F,48,E 7th St,,0,408,D,, YYYYYY,0900A,0700P,WH,,2007,,0,J,,,,
8611049,8761223190,HXN6216,NY,PAS,02/05/2020,38,4DSD,VOLKS,T,39950,39800,45500,20200421,122.0,122,122,359587,T303,D,0924A,,R,F,66,New Dorp Plz South,,0,408,C,, YYYYYY,0900A,0500P,GY,,2018,,0,03-A,,,,
4389997,8667134090,JBW4251,NY,PAS,09/28/2019,38,SUBN,BMW,T,51090,0,0,20200906,103.0,103,103,353158,T402,G,0444P,,Q,I,S,Jamaica Ave,10ft W/of 169th St,0,408,I4,, YYYYYY,0900A,0700P,WH,,2013,,0,19,,,,
283715,8731316864,JHU1304,NY,PAS,07/09/2019,21,4DSD,FORD,T,19740,28790,8190,20210411,115.0,115,115,365812,T401,X,1001A,,Q,F,31-37,104th St,,0,408,D1,,  Y,0930A,1100A,BL,,2019,,0,51-A,,,,
9303865,8783828138,ECH7411,MI,PAS,02/17/2020,37,SUBN,GMC,T,25390,19430,19450,20200688,23.0,23,23,370295,T103,R,0441P,0409P,NY,F,1934,Madison Ave,,0,408,I4,, YYYYYY,0800A,0700P,SILVE,,0,,0,45,,,,
1081442,8768552877,GZE2247,NY,PAS,07/25/2019,14,SUBN,SUBAR,T,41720,30370,12550,20210810,45.0,45,45,330450,T801,A,1059P,,BX,F,4180,Hutchinson River Pky,,0,408,K6,,YYYYYYY,,,GR,,2018,,0,F,,,,
4161597,4668545326,HLM4130,NY,PAS,10/11/2019,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0928A,,QN,,,EB HILLSIDE AVE @ 25,1ST ST,0,1180,B,T,,,,BL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7270430,4675308508,JKC8205,NY,PAS,01/03/2020,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0331P,,BK,,,SB 15TH AVE @ 80TH S,T,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4954332,8790604313,JCF3385,NY,PAS,10/12/2019,74,4DSD,ME/BE,T,18250,25390,27790,20200820,19.0,19,19,364919,T103,R,0134P,,NY,F,38,E 63rd St,,0,408,I3,,YYYYYYY,,,GR,,2067,,0,03,,,,
330915,8747871350,GHN5854,NY,PAS,07/10/2019,70,SUBN,CHEVR,T,17140,0,0,20190707,115.0,115,115,347619,T401,H,0219P,,Q,I,W,84th St,45ft S/of 37th Ave,0,408,I3,,YYYYYYY,,,BK,,2017,,0,10-P,,,,
5766921,8739334545,JBH5730,NY,PAS,11/02/2019,40,SUBN,JEEP,T,0,0,0,20200705,43.0,43,43,369605,T201,R,0702A,,BX,I,W,Taylor Ave,30ft N/of Watson Ave,0,408,E2,,YYYYYYY,,,GY,,2018,,8,43,,,,
5539437,4671745422,23849TT,NY,TOW,11/13/2019,36,TOW,CHEVR,V,0,0,0,0,,0,0,0,,,0400P,,BK,,,SB HOWARD AVE @ E NE,W YORK AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
326416,8744511796,KKB1385,PA,PAS,07/08/2019,38,SUBN,HONDA,T,77930,40930,18630,20190088,70.0,70,70,367389,T302,P,0456P,,K,O,43,Snyder Ave,,0,408,I4,, YYYYYY,0800A,0700P,GREY,,0,,0,28,,,,
9266010,8779570094,19268MN,NY,COM,01/22/2020,16,VAN,FORD,T,13610,0,0,20210430,1.0,1,1,351250,T105,C,1230P,1129A,NY,I,E,Broadway,20ft N/of Beaver St,0,408,E2,, YYYYY,0700A,0700P,WH,,2017,,0,001,,,,
8891735,4678590869,HBA7096,NY,PAS,02/11/2020,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0836P,,ST,,,EB RICHMOND HILL RD,@ WELLINGTON CT,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7407075,8724686529,JEB5719,NY,PAS,01/07/2020,19,PICK,FORD,T,44930,23230,31950,20201008,90.0,90,90,370819,T301,P,0119P,,K,F,12,Graham Ave,,0,408,I3,,YYYYYYY,,,GY,,2007,,0,15,,,,
9949400,1466224137,T674069C,NY,OMT,02/18/2020,21,SDN,TOYOT,S,64730,10580,10630,20200531,62.0,62,0,528364,KS11,0000,0716A,,K,F,8014,NEW UTRECHT AVENUE,,0,408,D1,,YYYYYYB,0700A,0730A,GY,0.0,2014,-,0,,,,,
7999408,8740182370,10323MK,NY,COM,01/14/2020,14,VAN,FORD,T,10110,17950,17970,20201130,17.0,17,17,361372,MTTF,H,0313P,,NY,O,909,2nd Ave,,0,408,C,, YYYYYY,0300P,0700P,WH,,2018,,0,02,,,,
2275659,8766454323,HTW1562,NY,PAS,08/24/2019,38,SUBN,NISSA,T,14630,35430,35480,20210817,61.0,61,61,368501,T302,I,1023A,,K,O,1416,Avenue U,,0,408,I4,, YYYYYY,0800A,0700P,WH,,2017,,0,34,,,,
9209331,8768382510,61576MN,NY,COM,02/20/2020,20,VAN,FORD,T,18730,0,0,20211130,19.0,19,19,364937,T103,O,1038A,,NY,I,N,E 87th St,20ft E/of 3rd Ave,0,408,K2,, YYYYYY,0800A,0600P,WH,,2019,,0,CC1,,,,
7392027,8689185689,JER4911,NY,PAS,01/10/2020,40,2DSD,SMART,T,17610,24890,10210,20210311,17.0,17,17,355619,MTTF,E,0424P,,NY,F,151-155,E 31st St,,0,408,J2,,YYYYYYY,,,GY,,2013,,5,18,,,,
4665401,8751411313,XP495R,NJ,PAS,09/26/2019,69,DELV,NS/OT,T,13610,34570,34590,20190088,14.0,14,14,346166,T106,F,0746A,,NY,F,1434,Broadway,,0,408,H1,, YYYYY,0700A,0600P,WHITE,,0,,0,30,,,,
4515934,8727143624,T708109C,NY,OMT,10/10/2019,46,SUBN,TOYOT,T,19690,8790,9140,20200831,115.0,115,115,366536,T401,V,0448P,,Q,F,37-91,103rd St,,0,408,C,,YYYYYYY,,,GY,,2013,,0,N-PM,,,,
9101186,8731057263,76727MK,NY,COM,02/22/2020,46,DELV,KENWO,T,32645,17150,17170,20201031,6.0,6,6,367916,T101,A,1220P,,NY,F,30,University Pl,,0,408,D,,YYYYYYY,,,RD,,2016,,0,18,,,,
8384425,4677290660,JHA8688,NY,PAS,01/28/2020,36,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,1106A,,BX,,,NB RIVERDALE AVE @ W, 254TH ST,0,1180,B,T,,,,WH,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3371212,8754837170,XBHW19,NJ,PAS,09/09/2019,20,DELV,FORD,T,21790,33590,97450,20190088,1.0,1,1,357338,T105,N,0231P,,NY,O,472,Greenwich St,,0,408,D,, YYYYY,0800A,0600P,YELLO,,0,,0,Y,,,,
5191037,8718460902,HES9282,NY,PAS,11/13/2019,20,SUBN,ROVER,T,8990,35780,22590,20200228,109.0,109,109,357767,T401,Q,0225P,,Q,F,136-14,38th Ave,,0,408,I4,,YYYYYYY,,,GY,,2019,,0,03-A,,,,
6385346,8726692703,GZL9671,NY,PAS,12/11/2019,38,SUBN,HONDA,T,29320,24020,61720,20210623,52.0,52,52,362266,T201,Q,0336P,,BX,F,55,E Gun Hill Rd,,0,408,F1,, YYYYYY,0900A,0700P,BK,,2015,,0,32,,,,
5244273,8753124080,HLG4700,NY,PAS,11/21/2019,21,SUBN,TOYOT,T,10730,17330,7430,20201128,62.0,62,62,365810,T302,H,1142A,,K,F,2277,83rd St,,0,408,D1,,    Y,1130A,0100P,GY,,2013,,0,06,,,,
8383088,4677280400,HSM5346,NY,PAS,01/28/2020,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0927A,,BX,,,SB BOSTON RD @ DE RE,IMER AVE,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9467823,8811368868,68048MJ,NY,COM,02/11/2020,46,VAN,WORKH,T,38690,14090,14440,20210430,104.0,104,104,352979,T402,D,0854A,,Q,F,67-35,Central Ave,,0,408,F1,,YYYYYYY,,,WH,,2003,,0,25,,,,
2154701,8748522508,69997PC,NY,APP,08/16/2019,10,REFG,INTER,T,10010,18410,18430,20200430,19.0,19,19,362620,T103,D,0847A,,NY,O,1330,1st Ave,,0,408,I4,,YYYYYYY,,,WH,,2015,,0,08,,,,
6947904,8758983557,89823X,WI,PAS,12/05/2019,19,TRAC,FRUEH,T,13040,61490,13140,20200388,112.0,112,112,366483,T402,O,0230P,,Q,F,95-07,63rd Dr,,0,408,I3,,YYYYYYY,,,WHITE,,0,,0,03,,,,
7968940,8718442961,T768159C,NY,OMT,01/23/2020,38,4DSD,CADIL,T,29120,72720,52120,20200331,46.0,46,46,371202,T201,P,0458P,,BX,O,94,E Burnside Ave,,0,408,I4,, YYYYYY,0830A,0700P,BK,,2013,,0,39,,,,
